"linha","ano","mes","parlamentar","gasto","valor"
"346",2015,"02","MOISES BRAZ","Serviços Técnicos Profissionais",8000
"347",2015,"02","MOISES BRAZ","Vale-Refeição e Vale-Alimentação",3480
"348",2015,"02","NAUMI AMORIM","Combustíveis e Lubrificantes Automotivos",6000
"349",2015,"02","NAUMI AMORIM","Divulgação das Atividades Parlamentares",1000
"350",2015,"02","NAUMI AMORIM","Serviços Técnicos Profissionais",5000
"351",2015,"02","NAUMI AMORIM","Vale-Refeição e Vale-Alimentação",4000
"352",2015,"02","NENEN COELHO","Passagens Aéreas",4355.8
"353",2015,"02","NENEN COELHO","Serviços Técnicos Profissionais",5000
"354",2015,"02","NETO NUNES","Combustíveis e Lubrificantes Automotivos",4000
"355",2015,"02","NETO NUNES","Convênio com Plano de Saúde",2309.01
"356",2015,"02","NETO NUNES","Locação de Veículos",7480
"357",2015,"02","NETO NUNES","Passagens Terrestres",1670.43
"358",2015,"02","ODILON AGUIAR","Combustíveis e Lubrificantes Automotivos",6000
"359",2015,"02","ODILON AGUIAR","Serviços Técnicos Profissionais",7500
"360",2015,"02","ODILON AGUIAR","Serviços de Telecomunicações",473.99
"361",2015,"02","ODILON AGUIAR","Vale-Refeição e Vale-Alimentação",2000
"362",2015,"02","PROFESSOR PINHEIRO","Serviços Técnicos Profissionais",21000
"363",2015,"02","PROFESSOR TEODORO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",581.67
"364",2015,"02","PROFESSOR TEODORO","Combustíveis e Lubrificantes Automotivos",6000
"365",2015,"02","PROFESSOR TEODORO","Divulgação das Atividades Parlamentares",6000
"366",2015,"02","PROFESSOR TEODORO","Serviços Técnicos Profissionais",4000
"367",2015,"02","PROFESSOR TEODORO","Serviços de Comunicação em Geral",31.98
"368",2015,"02","PROFESSOR TEODORO","Vale-Refeição e Vale-Alimentação",3773
"369",2015,"02","RACHEL MARQUES","Combustíveis e Lubrificantes Automotivos",6000
"370",2015,"02","RACHEL MARQUES","Vale-Refeição e Vale-Alimentação",4000
"371",2015,"02","RENATO ROSENO","Combustíveis e Lubrificantes Automotivos",5000
"372",2015,"02","RENATO ROSENO","Locação de Veículos",430
"373",2015,"02","RENATO ROSENO","Vale-Refeição e Vale-Alimentação",4000
"374",2015,"02","ROBERIO MONTEIRO","Serviços Técnicos Profissionais",15000
"375",2015,"02","ROBERIO MONTEIRO","Vale-Refeição e Vale-Alimentação",2000
"376",2015,"02","ROBERTO MESQUITA","Combustíveis e Lubrificantes Automotivos",6000
"377",2015,"02","ROBERTO MESQUITA","Serviços Gráficos e Editoriais",7900
"378",2015,"02","ROBERTO MESQUITA","Serviços Técnicos Profissionais",15600
"379",2015,"02","ROBERTO MESQUITA","Vale-Refeição e Vale-Alimentação",4000
"380",2015,"02","ROGERIO AGUIAR","Passagens Aéreas",1183.41
"381",2015,"02","ROGERIO AGUIAR","Serviços Técnicos Profissionais",4300
"382",2015,"02","RONALDO MARTINS","Serviços Técnicos Profissionais",12200
"383",2015,"02","SERGIO AGUIAR","Combustíveis e Lubrificantes Automotivos",6000
"384",2015,"02","SERGIO AGUIAR","Divulgação das Atividades Parlamentares",500
"385",2015,"02","SERGIO AGUIAR","Seguros em Geral",1616.14
"386",2015,"02","SERGIO AGUIAR","Serviços Técnicos Profissionais",14800
"387",2015,"02","SERGIO AGUIAR","Serviços de Comunicação em Geral",277.1
"388",2015,"02","SERGIO AGUIAR","Serviços de Telecomunicações",22.36
"389",2015,"02","SERGIO AGUIAR","Vale-Refeição e Vale-Alimentação",580.5
"390",2015,"02","SINEVAL ROQUE","Passagens Aéreas",3502.62
"391",2015,"02","TEO MENEZES","Serviços Técnicos Profissionais",11470
"392",2015,"02","TIN GOMES","Combustíveis e Lubrificantes Automotivos",6000
"393",2015,"02","TIN GOMES","Convênio com Plano de Saúde",2456.46
"394",2015,"02","TIN GOMES","Divulgação das Atividades Parlamentares",2350
"395",2015,"02","TIN GOMES","Passagens Aéreas",2380.85
"396",2015,"02","TIN GOMES","Serviços Técnicos Profissionais",8000
"397",2015,"02","TIN GOMES","Serviços de Comunicação em Geral",53.32
"398",2015,"02","TIN GOMES","Serviços de Telecomunicações",927.31
"399",2015,"02","TIN GOMES","Vale-Refeição e Vale-Alimentação",3997
"400",2015,"02","TOMAZ HOLANDA","Combustíveis e Lubrificantes Automotivos",6000
"401",2015,"02","TOMAZ HOLANDA","Serviços Técnicos Profissionais",8000
"402",2015,"02","TOMAZ HOLANDA","Vale-Refeição e Vale-Alimentação",4000
"403",2015,"02","VANDERLEY PEDROSA","Convênio com Plano de Saúde",543.75
"404",2015,"02","VANDERLEY PEDROSA","Serviços Técnicos Profissionais",24000
"405",2015,"02","WALTER CAVALCANTE","Combustíveis e Lubrificantes Automotivos",6000
"406",2015,"02","WALTER CAVALCANTE","Serviços Técnicos Profissionais",7400
"407",2015,"02","WALTER CAVALCANTE","Vale-Refeição e Vale-Alimentação",4000
"408",2015,"02","WELINGTON LANDIM","Combustíveis e Lubrificantes Automotivos",6000
"409",2015,"02","WELINGTON LANDIM","Divulgação das Atividades Parlamentares",1900
"410",2015,"02","WELINGTON LANDIM","Passagens Terrestres",1388.75
"411",2015,"02","WELINGTON LANDIM","Seguros em Geral",3843.72
"412",2015,"02","WELINGTON LANDIM","Serviços de Comunicação em Geral",31.98
"413",2015,"02","WELINGTON LANDIM","Serviços de Telecomunicações",183.92
"414",2015,"02","WELINGTON LANDIM","Vale-Refeição e Vale-Alimentação",2500
"415",2015,"02","ZE AILTON BRASIL","Combustíveis e Lubrificantes Automotivos",6000
"416",2015,"02","ZE AILTON BRASIL","Divulgação das Atividades Parlamentares",250
"417",2015,"02","ZE AILTON BRASIL","Vale-Refeição e Vale-Alimentação",3995
"418",2015,"03","BRUNO GONCALVES","Combustíveis e Lubrificantes Automotivos",6000
"419",2015,"03","BRUNO GONCALVES","Divulgação das Atividades Parlamentares",500
"420",2015,"03","BRUNO GONCALVES","Serviços Técnicos Profissionais",7000
"421",2015,"03","BRUNO GONCALVES","Vale-Refeição e Vale-Alimentação",3990
"422",2015,"03","ADERLANIA NORONHA","Combustíveis e Lubrificantes Automotivos",12000
"423",2015,"03","ADERLANIA NORONHA","Divulgação das Atividades Parlamentares",1800
"424",2015,"03","ADERLANIA NORONHA","Passagens Aéreas",3602.86
"425",2015,"03","ADERLANIA NORONHA","Vale-Refeição e Vale-Alimentação",4000
"426",2015,"03","AGENOR NETO","Combustíveis e Lubrificantes Automotivos",3000
"427",2015,"03","AGENOR NETO","Divulgação das Atividades Parlamentares",250
"428",2015,"03","AGENOR NETO","Passagens Aéreas",2471.61
"429",2015,"03","AGENOR NETO","Serviços Técnicos Profissionais",5000
"430",2015,"03","AGENOR NETO","Serviços de Comunicação em Geral",31.98
"431",2015,"03","AGENOR NETO","Vale-Refeição e Vale-Alimentação",4000
"432",2015,"03","ANTONIO GRANJA","Combustíveis e Lubrificantes Automotivos",6000
"433",2015,"03","ANTONIO GRANJA","Divulgação das Atividades Parlamentares",1000
"434",2015,"03","ANTONIO GRANJA","Serviços Técnicos Profissionais",8000
"435",2015,"03","ANTONIO GRANJA","Serviços de Telecomunicações",1220.51
"436",2015,"03","ANTONIO GRANJA","Vale-Refeição e Vale-Alimentação",4000
"437",2015,"03","AUDIC MOTA","Combustíveis e Lubrificantes Automotivos",6000
"438",2015,"03","AUDIC MOTA","Serviços Gráficos e Editoriais",7500
"439",2015,"03","AUDIC MOTA","Serviços Técnicos Profissionais",8000
"440",2015,"03","AUDIC MOTA","Serviços de Comunicação em Geral",61.41
"441",2015,"03","AUDIC MOTA","Serviços de Telecomunicações",611.24
"442",2015,"03","AUDIC MOTA","Vale-Refeição e Vale-Alimentação",4000
"443",2015,"03","AUGUSTA BRITO","Combustíveis e Lubrificantes Automotivos",12000
"444",2015,"03","AUGUSTA BRITO","Divulgação das Atividades Parlamentares",2964
"445",2015,"03","AUGUSTA BRITO","Passagens Aéreas",584.19
"446",2015,"03","AUGUSTA BRITO","Passagens Terrestres",95.7
"447",2015,"03","AUGUSTA BRITO","Vale-Refeição e Vale-Alimentação",3992
"448",2015,"03","BETHROSE","Combustíveis e Lubrificantes Automotivos",4000
"449",2015,"03","BETHROSE","Divulgação das Atividades Parlamentares",7000
"450",2015,"03","BETHROSE","Serviços Técnicos Profissionais",14000
"451",2015,"03","BETHROSE","Serviços de Telecomunicações",126.67
"452",2015,"03","BETHROSE","Vale-Refeição e Vale-Alimentação",1000
"453",2015,"03","BRUNO GONCALVES","Combustíveis e Lubrificantes Automotivos",6000
"454",2015,"03","BRUNO GONCALVES","Divulgação das Atividades Parlamentares",500
"455",2015,"03","BRUNO GONCALVES","Serviços Técnicos Profissionais",7000
"456",2015,"03","BRUNO GONCALVES","Vale-Refeição e Vale-Alimentação",3990
"457",2015,"03","BRUNO PEDROSA","Combustíveis e Lubrificantes Automotivos",6000
"458",2015,"03","BRUNO PEDROSA","Convênio com Plano de Saúde",594.98
"459",2015,"03","BRUNO PEDROSA","Divulgação das Atividades Parlamentares",500
"460",2015,"03","BRUNO PEDROSA","Serviços Gráficos e Editoriais",8000
"461",2015,"03","BRUNO PEDROSA","Serviços Técnicos Profissionais",8000
"462",2015,"03","CAPITAO WAGNER","Combustíveis e Lubrificantes Automotivos",6000
"463",2015,"03","CAPITAO WAGNER","Divulgação das Atividades Parlamentares",550
"464",2015,"03","CAPITAO WAGNER","Serviços de Telecomunicações",834.84
"465",2015,"03","CAPITAO WAGNER","Vale-Refeição e Vale-Alimentação",4000
"466",2015,"03","CARLOMANO MARQUES","Combustíveis e Lubrificantes Automotivos",6000
"467",2015,"03","CARLOMANO MARQUES","Divulgação das Atividades Parlamentares",8000
"468",2015,"03","CARLOMANO MARQUES","Serviços Técnicos Profissionais",14000
"469",2015,"03","CARLOMANO MARQUES","Serviços de Telecomunicações",452.56
"470",2015,"03","CARLOS FELIPE","Combustíveis e Lubrificantes Automotivos",6000
"471",2015,"03","CARLOS FELIPE","Convênio com Plano de Saúde",1222.04
"472",2015,"03","CARLOS FELIPE","Divulgação das Atividades Parlamentares",6250
"473",2015,"03","CARLOS FELIPE","Locação de Veículos",5934
"474",2015,"03","CARLOS FELIPE","Passagens Aéreas",3731.16
"475",2015,"03","CARLOS FELIPE","Serviços Técnicos Profissionais",5406
"476",2015,"03","CARLOS FELIPE","Serviços de Comunicação em Geral",5.2
"477",2015,"03","CARLOS FELIPE","Serviços de Telecomunicações",152.35
"478",2015,"03","CARLOS FELIPE","Vale-Refeição e Vale-Alimentação",4000
"479",2015,"03","CARLOS MATOS","ASSINATURAS DE PERIÓDICOS E ANUIDADES",1458.8
"480",2015,"03","CARLOS MATOS","Combustíveis e Lubrificantes Automotivos",3000
"481",2015,"03","CARLOS MATOS","Divulgação das Atividades Parlamentares",500
"482",2015,"03","CARLOS MATOS","Passagens Aéreas",2877.6
"483",2015,"03","CARLOS MATOS","Serviços de Comunicação em Geral",19.19
"484",2015,"03","CARLOS MATOS","Vale-Refeição e Vale-Alimentação",4000
"485",2015,"03","DANNIEL OLIVEIRA","Combustíveis e Lubrificantes Automotivos",6000
"486",2015,"03","DANNIEL OLIVEIRA","Convênio com Plano de Saúde",867.81
"487",2015,"03","DANNIEL OLIVEIRA","Divulgação das Atividades Parlamentares",1350
"488",2015,"03","DANNIEL OLIVEIRA","Passagens Aéreas",7401.85
"489",2015,"03","DANNIEL OLIVEIRA","Serviços Gráficos e Editoriais",8000
"490",2015,"03","DANNIEL OLIVEIRA","Serviços de Telecomunicações",209.9
"491",2015,"03","DANNIEL OLIVEIRA","Vale-Refeição e Vale-Alimentação",4000
"492",2015,"03","DAVID DURAND","Combustíveis e Lubrificantes Automotivos",6000
"493",2015,"03","DAVID DURAND","Passagens Aéreas",2515.34
"494",2015,"03","DAVID DURAND","Serviços Técnicos Profissionais",8000
"495",2015,"03","DAVID DURAND","Vale-Refeição e Vale-Alimentação",4000
"496",2015,"03","DR. SARTO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",777.39
"497",2015,"03","DR. SARTO","Combustíveis e Lubrificantes Automotivos",6000
"498",2015,"03","DR. SARTO","Convênio com Plano de Saúde",640.92
"499",2015,"03","DR. SARTO","Serviços Técnicos Profissionais",21435
"500",2015,"03","DR. SARTO","Vale-Refeição e Vale-Alimentação",4000
"501",2015,"03","DRA SILVANA","Combustíveis e Lubrificantes Automotivos",6000
"502",2015,"03","DRA SILVANA","Serviços Técnicos Profissionais",16000
"503",2015,"03","DRA SILVANA","Vale-Refeição e Vale-Alimentação",4000
"504",2015,"03","ELIANE NOVAES","Serviços de Telecomunicações",2234.45
"505",2015,"03","ELMANO","Combustíveis e Lubrificantes Automotivos",6000
"506",2015,"03","ELMANO","Passagens Aéreas",2213.67
"507",2015,"03","ELMANO","Passagens Terrestres",218.29
"508",2015,"03","ELMANO","Serviços Técnicos Profissionais",10000
"509",2015,"03","ELMANO","Vale-Refeição e Vale-Alimentação",3980
"510",2015,"03","ELY AGUIAR","Combustíveis e Lubrificantes Automotivos",6000
"511",2015,"03","ELY AGUIAR","Serviços Gráficos e Editoriais",7000
"512",2015,"03","ELY AGUIAR","Serviços Técnicos Profissionais",16000
"513",2015,"03","EVANDRO LEITAO","Divulgação das Atividades Parlamentares",4000
"514",2015,"03","EVANDRO LEITAO","Serviços Gráficos e Editoriais",7998.5
"515",2015,"03","EVANDRO LEITAO","Serviços Técnicos Profissionais",16000
"516",2015,"03","EVANDRO LEITAO","Vale-Refeição e Vale-Alimentação",2000
"517",2015,"03","FERNANDA PESSOA","Combustíveis e Lubrificantes Automotivos",6000
"518",2015,"03","FERNANDA PESSOA","DESPESAS DE TELEPROCESSAMENTO",350
"519",2015,"03","FERNANDA PESSOA","Divulgação das Atividades Parlamentares",1550
"520",2015,"03","FERNANDA PESSOA","Locação de Veículos",5700
"521",2015,"03","FERNANDA PESSOA","Serviços Técnicos Profissionais",8200
"522",2015,"03","FERNANDA PESSOA","Serviços de Telecomunicações",1350.67
"523",2015,"03","FERNANDA PESSOA","Vale-Refeição e Vale-Alimentação",4000
"524",2015,"03","FERNANDO HUGO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",809
"525",2015,"03","FERNANDO HUGO","Combustíveis e Lubrificantes Automotivos",6000
"526",2015,"03","FERNANDO HUGO","Serviços de Telecomunicações",2395.77
"527",2015,"03","FERNANDO HUGO","Vale-Refeição e Vale-Alimentação",2000
"528",2015,"03","FERREIRA ARAGAO","Combustíveis e Lubrificantes Automotivos",6000
"529",2015,"03","FERREIRA ARAGAO","Divulgação das Atividades Parlamentares",6500
"530",2015,"03","FERREIRA ARAGAO","Serviços Gráficos e Editoriais",4300
"531",2015,"03","FERREIRA ARAGAO","Serviços de Telecomunicações",3656.37
"532",2015,"03","FERREIRA ARAGAO","Vale-Refeição e Vale-Alimentação",4000
"533",2015,"03","GONY ARRUDA","ASSINATURAS DE PERIÓDICOS E ANUIDADES",631.4
"534",2015,"03","GONY ARRUDA","Combustíveis e Lubrificantes Automotivos",6000
"535",2015,"03","GONY ARRUDA","Convênio com Plano de Saúde",2213.98
"536",2015,"03","GONY ARRUDA","DESPESAS DE TELEPROCESSAMENTO",81.1
"537",2015,"03","GONY ARRUDA","Seguros em Geral",237
"538",2015,"03","GONY ARRUDA","Serviços Técnicos Profissionais",16000
"539",2015,"03","GONY ARRUDA","Serviços de Comunicação em Geral",102
"540",2015,"03","GONY ARRUDA","Serviços de Telecomunicações",1616.02
"541",2015,"03","GONY ARRUDA","Vale-Refeição e Vale-Alimentação",2000
"542",2015,"03","HEITOR FERRER","ASSINATURAS DE PERIÓDICOS E ANUIDADES",788.61
"543",2015,"03","HEITOR FERRER","Combustíveis e Lubrificantes Automotivos",3000
"544",2015,"03","HEITOR FERRER","Divulgação das Atividades Parlamentares",8000
"545",2015,"03","HEITOR FERRER","Serviços Gráficos e Editoriais",13990
"546",2015,"03","HEITOR FERRER","Serviços Técnicos Profissionais",725
"547",2015,"03","HEITOR FERRER","Serviços de Telecomunicações",1176.83
"548",2015,"03","HEITOR FERRER","Vale-Refeição e Vale-Alimentação",3997
"549",2015,"03","HERMINIO RESENDE","Serviços de Telecomunicações",1549.63
"550",2015,"03","IDEMAR CITO","Serviços Técnicos Profissionais",4550
"551",2015,"03","IDEMAR CITO","Serviços de Telecomunicações",7.16
"552",2015,"03","JEOVA MOTA","Combustíveis e Lubrificantes Automotivos",5700
"553",2015,"03","JEOVA MOTA","Serviços Gráficos e Editoriais",8000
"554",2015,"03","JEOVA MOTA","Serviços Técnicos Profissionais",16000
"555",2015,"03","JEOVA MOTA","Vale-Refeição e Vale-Alimentação",360
"556",2015,"03","JOAO JAIME","Combustíveis e Lubrificantes Automotivos",6000
"557",2015,"03","JOAO JAIME","Divulgação das Atividades Parlamentares",500
"558",2015,"03","JOAO JAIME","Serviços Técnicos Profissionais",16000
"559",2015,"03","JOAO JAIME","Vale-Refeição e Vale-Alimentação",2000
"560",2015,"03","JOAQUIM NORONHA","ASSINATURAS DE PERIÓDICOS E ANUIDADES",131.21
"561",2015,"03","JOAQUIM NORONHA","Combustíveis e Lubrificantes Automotivos",6000
"562",2015,"03","JOAQUIM NORONHA","Convênio com Plano de Saúde",319.41
"563",2015,"03","JOAQUIM NORONHA","Passagens Aéreas",534.79
"564",2015,"03","JOAQUIM NORONHA","Serviços de Telecomunicações",1539.43
"565",2015,"03","JOAQUIM NORONHA","Vale-Refeição e Vale-Alimentação",4000
"566",2015,"03","JOSE ALBUQUERQUE","Combustíveis e Lubrificantes Automotivos",6000
"567",2015,"03","JOSE ALBUQUERQUE","Convênio com Plano de Saúde",1673.41
"568",2015,"03","JOSE ALBUQUERQUE","Seguros em Geral",527.2
"569",2015,"03","JOSE ALBUQUERQUE","Vale-Refeição e Vale-Alimentação",4000
"570",2015,"03","JULIO CESAR FILHO","Combustíveis e Lubrificantes Automotivos",3000
"571",2015,"03","JULIO CESAR FILHO","Serviços Gráficos e Editoriais",4150
"572",2015,"03","JULIO CESAR FILHO","Serviços Técnicos Profissionais",19500
"573",2015,"03","JULIO CESAR FILHO","Serviços de Telecomunicações",1799.76
"574",2015,"03","JULIO CESAR FILHO","Vale-Refeição e Vale-Alimentação",3000
"575",2015,"03","LAIS NUNES","Combustíveis e Lubrificantes Automotivos",6000
"576",2015,"03","LAIS NUNES","Convênio com Plano de Saúde",2448.09
"577",2015,"03","LAIS NUNES","Divulgação das Atividades Parlamentares",2920
"578",2015,"03","LAIS NUNES","Locação de Veículos",7480
"579",2015,"03","LAIS NUNES","Passagens Aéreas",1406.85
"580",2015,"03","LAIS NUNES","Passagens Terrestres",1825.44
"581",2015,"03","LEONARDO PINHEIRO","Combustíveis e Lubrificantes Automotivos",6000
"582",2015,"03","LEONARDO PINHEIRO","Divulgação das Atividades Parlamentares",500
"583",2015,"03","LEONARDO PINHEIRO","Seguros em Geral",631.28
"584",2015,"03","LEONARDO PINHEIRO","Serviços Técnicos Profissionais",16000
"585",2015,"03","LEONARDO PINHEIRO","Vale-Refeição e Vale-Alimentação",3000
"586",2015,"03","LUCILVIO GIRAO","Combustíveis e Lubrificantes Automotivos",6000
"587",2015,"03","LUCILVIO GIRAO","Convênio com Plano de Saúde",1019.38
"588",2015,"03","LUCILVIO GIRAO","Serviços Gráficos e Editoriais",8000
"589",2015,"03","LUCILVIO GIRAO","Serviços Técnicos Profissionais",12000
"590",2015,"03","LUCILVIO GIRAO","Vale-Refeição e Vale-Alimentação",1000
"591",2015,"03","LULA MORAIS","Serviços de Telecomunicações",2000.2
"592",2015,"03","MANOEL DUCA","Combustíveis e Lubrificantes Automotivos",6000
"593",2015,"03","MANOEL DUCA","Convênio com Plano de Saúde",1479.7
"594",2015,"03","MANOEL DUCA","Divulgação das Atividades Parlamentares",8250
"595",2015,"03","MANOEL DUCA","Passagens Aéreas",3419.3
"596",2015,"03","MANOEL DUCA","Passagens Terrestres",152.33
"597",2015,"03","MANOEL DUCA","Serviços Gráficos e Editoriais",8000
"598",2015,"03","MANOEL DUCA","Serviços Técnicos Profissionais",3500
"599",2015,"03","MANOEL DUCA","Serviços de Telecomunicações",361.53
"600",2015,"03","MANOEL DUCA","Vale-Refeição e Vale-Alimentação",900
"601",2015,"03","MIRIAN SOBREIRA","Combustíveis e Lubrificantes Automotivos",6000
"602",2015,"03","MIRIAN SOBREIRA","Divulgação das Atividades Parlamentares",750
